      1 R. homothallicus
      1 R. pheochromocytoma
      1 R. prolixus
      1 R. sphenocephala
      1 S. a
      1 S. agalactiaea
      1 S. alpha
      1 S. anatum
      1 S. aureu
      1 S. aureuss
      1 S. beta
      1 S. dysemeriae
      1 S. dysentery
      1 S. epidermius
      1 S. equisimilis
      1 S. frugiperda
      1 S. gallinarum
      1 S. gallinarum-pullorum
      1 S. maltophila
      1 S. meliloti
      1 S. mouldd
      1 S. mutants
      1 S. parasanguinis
      1 S. pneumiae
      1 S. pneumonia
      1 S. pnumoniae
      1 S. rolfsii
      1 S. saprophiticus
      1 S. saprophytius
      1 S. serrata
      1 S. siyangense
      1 S. soneii
      1 S. thermiphylus
      1 S. thyphi
      1 S. thyphinurium
      1 S. trifoliorum
      1 S. typhoid
      1 S. typhosa
      1 S. typhymurium
      1 S. ureae
      1 S. viridans
      1 S. wall
      1 T. asahii
      1 T. equiperdum
      1 T. evansi
      1 T. viridae
      1 U. canigenitalium
      1 V. coralliilyticus
      1 V. inaequalis
      1 V. metshnikovii
      1 V. ordalii
      1 V. parahaemdyticus
      1 V. parahamelytics
      1 V. shiloi
      1 V. sp
      1 V. streptococci
      1 V. toreilis
      1 Y. pseudotuhercolosis
      1 Y. rukeri
      2 A. acidoterrestris
      2 A. bacillus
      2 A. brassicola
      2 A. carrageenovora
      2 A. dauci
      2 A. giganteus
      2 A. hydrohila
      2 A. longipes
      2 A. punctata
      2 A. sp.
      2 A. tumerfaciens
      2 A. wieringae
      2 B. alvei
      2 B. amyloliquefaciens
      2 B. epiphytus
      2 B. equi
      2 B. globigii
      2 B. maydis
      2 B. megateriun
      2 B. petunia
      2 B. sp.
      2 B. thuringensis
      2 C. bifermentans
      2 C. bovis
      2 C. drobachiensis
      2 C. dubliniensis
      2 C. fagacearum
      2 C. gallinarum
      2 C. jejune
      2 C. lipolytica
      2 C. michiganense
      2 C. wickerhamii
      2 C. zeylanoides
      2 E. amnigenus
      2 E. asburiae
      2 E. contortum
      2 E. mundtii
      2 E. sakazakii
      2 E. spp.
      2 F. breve
      2 F. oxisporum
      2 F. oxyporum
      2 G. graminis
      2 G. vaginalis
      2 H. sativum
      2 L. algicola
      2 L. bozemanii
      2 L. bulgaricus
      2 L. coryneformis
      2 L. denitrificans
      2 L. dumofii
      2 L. feeleii
      2 L. longbeachae
      2 L. micdadei
      2 L. monocytogene
      2 L. oakridgensis
      2 L. viridescens
      2 M. avidus
      2 M. circinelloides
      2 M. nishinomiyaensis
      2 M. oxydans
      2 M. phlei
      2 M. scarlatinae
      2 M. sympodialis
      2 N. spp
      2 P. acidovorans
      2 P. aeroginosa
      2 P. alginovora
      2 P. aphanidermatum
      2 P. capsici
      2 P. coronata
      2 P. cucumerina
      2 P. diospyri
      2 P. fluorences
      2 P. immobilisc
      2 P. jensenii
      2 P. larvae
      2 P. macerans
      2 P. maculicola
      2 P. micros
      2 P. pisi
      2 P. polymyxa
      2 P. sarana
      2 P. shigelloides
      2 P. sorghi
      2 P. sp.
      2 P. tannophilus
      2 P. thoenii
      2 P. tritici
      2 P. uticale
      2 R. obeum
      2 S. albus
      2 S. apiospermum
      2 S. apis
      2 S. coag
      2 S. cohnii
      2 S. intermedius
      2 S. marscencens
      2 S. marsescens
      2 S. parasitica
      2 S. salford
      2 S. smith
      2 S. subtilis
      2 T. basicola
      2 T. halophilus
      2 T. sp
      2 V. campbellii
      2 V. cholera
      2 V. damsela
      2 V. harveyis
      2 V. logei
      2 V. parahemolyticus
      2 V. tapetis
      2 W. paramesenteroides
      2 X. maltophilia
      3 A. versicolor
      3 B. longum
      3 B. pumilu
      3 B. spp
      3 B. stearothermophilus
      3 B. subtillis
      3 B. suis
      3 C. botulinum
      3 C. elegans
      3 C. fructus
      3 C. funditum
      3 C. guillermondii
      3 C. lagenarium
      3 C. laurentii
      3 C. lindemuthianum
      3 C. nicotianae
      3 C. pseudotropicalis
      3 C. renale
      3 D. maydis
      3 E. casseliflavus
      3 E. herbicola
      3 F. psychrophilum
      3 G. stearothermophilus
      3 K. aerogenes
      3 L. alimentarius
      3 L. curvatus
      3 L. donovani
      3 L. kimchii
      3 M. eumusae
      3 N. cinerea
      3 N. gonorrhoeoe
      3 N. iactamica
      3 P. aeruginsa
      3 P. debaryanum
      3 P. denitrificans
      3 P. exigua
      3 P. grisea
      3 P. rettgeri
      3 R. equi
      3 R. gnavus
      3 R. nasimurium
      3 R. radiobacter
      3 R. solanacearum
      3 R. sp
      3 S. anginosus
      3 S. equi
      3 S. hemolyticus
      3 S. lutetiensis
      3 S. nodorum
      3 S. oneidensis
      3 S. spp
      3 S. typhomurium
      3 X. japonicus
      3 X. nematophilus
      3 Y. ruckeric
      3 Z. marxianus
      4 A. green
      4 A. helianthi
      4 A. israelii
      4 A. oryzae
      4 A. pullulans
      4 A. rabiei
      4 A. ustus
      4 B. sphaericus
      4 C. acutatum
      4 C. aquatilis
      4 C. gastricus
      4 C. inconspicua
      4 C. paradoxa
      4 C. piscicola
      4 C. septicum
      4 C. tertium
      4 F. avenaceum
      4 F. sp
      4 F. varium
      4 H. parasuis
      4 K. sp
      4 L. brevis
      4 L. mexicana
      4 M. anisopliae
      4 M. cells
      4 M. lymphocytic
      4 M. myeloma
      4 P. acidipropionici
      4 P. anaerobius
      4 P. asaccharolyticus
      4 P. etchellsii
      4 P. fluorescent
      4 P. litchii
      4 P. melaninogenica
      4 P. nicotianae
      4 P. piricola
      4 P. thomii
      4 R. oryzae
      4 S. hominis
      4 S. mould
      4 S. thyphimurium
      4 T. hamatum
      4 T. harzianum
      4 U. urealyticum
      4 V. salmonicida
      4 W. cibaria
      4 X. oryzae
      4 Y. pseudotubercolosis
      4 Z. mobilis
      5 A. myeloid
      5 A. terreus
      5 B. bassiana
      5 B. cenocepacia
      5 B. dysenterium
      5 B. negaterium
      5 C. koseri
      5 C. sphaerospermum
      5 C. sporogenes
      5 E. durans
      5 F. verticillioides
      5 H. leukaemia
      5 M. avium
      5 M. mycoides
      5 O. epidermoid
      5 P. oryzae
      5 P. solanacearum
      5 P. stuartii
      5 S. alactolyticus
      5 S. arizonae
      5 S. equinus
      5 S. pseudintermedius
      5 S. serotype
      5 S. sp.
      5 S. tritici
      5 V. aestuarianus
      5 V. albo
      6 A. cinerea
      6 A. viscosus
      6 C. divergens
      6 C. gattii
      6 C. insidiosum
      6 C. lusitaniae
      6 C. maltaromaticum
      6 C. orbiculare
      6 C. tyrobutyricum
      6 E. fecalis
      6 H. kidney
      6 H. liver
      6 L. braziliensis
      6 M. catarrhalis
      6 M. morganii
      6 M. vaccae
      6 P. citreus
      6 P. damselae
      6 P. infestans
      6 P. parasitica
      6 R. eutropha
      6 S. warneri
      6 V. metschnikovii
      7 A. veronii
      7 B. magaterium
      7 B. simplex
      7 C. gloeosporioides
      7 E. ictaluri
      7 F. moniliforme
      7 L. coryniformis
      7 L. sp
      7 M. gallisepticum
      7 P. betae
      7 P. cryptogea
      7 P. pickettii
      7 P. ultimum
      7 S. fecalis
      7 S. floricola
      7 S. oralis
      7 S. sciuri
      8 A. radiobacter
      8 A. rhizogenes
      8 C. flaccumfaciens
      8 C. mobile
      8 E. gallinarum
      8 E. helveticus
      8 H. bladder
      8 H. epidermoid
      8 L. fermentum
      8 L. pneumophila
      8 L. seeligeri
      8 N. meningitidis
      8 R. rubra
      8 S. citri
      8 S. dysgalactiae
      8 S. minnesota
      8 S. sclerotiorum
      8 T. human
      9 A. actinomycetemcomitans
      9 A. pisi
      9 A. xylosoxidans
      9 C. sp
      9 E. ocli
      9 H. renal
      9 H. rhabdomyosarcoma
      9 P. dextrinicus
      9 S. lentus
      9 S. suis
      9 V. penaeicida
     10 C. difficile
     10 E. salicis
     10 H. simplex
     10 M. canis
     10 P. crustosum
     10 R. meliloti
     10 V. atypica
     11 B. fragilis
     11 B. sorokiniana
     11 M. arachidicola
     11 P. acidilactici
     11 S. melliferum
     11 T. vaginalis
     12 A. awamori
     12 A. naeslundii
     12 B. abortus
     12 C. jeikeium
     12 C. kefyr
     12 L. anguillarum
     12 M. bovis
     12 M. skin
     12 P. freudenreichii
     12 P. haemolytica
     12 S. typhimorium
     12 T. brucei
     12 Y. pestis
     13 A. caviae
     13 H. ovarian
     13 H. pylori
     13 K. rhizophila
     13 L. maculans
     13 M. grisea
     13 M. maritypicum
     13 R. stolonifer
     13 V. dahliae
     13 V. nigripulchritudo
     14 A. baumanii
     14 A. laidlawii
     14 A. parasiticus
     14 E. hirae
     14 H. hepatocarcinoma
     14 J. cancer
     14 P. italicum
     14 S. schenckii
     14 T. cruzi
     15 A. faecalis
     15 A. johnsonii
     15 B. megatherium
     15 C. guilliermondii
     15 D. brizae
     15 H. melanoma
     15 H. skin
     15 S. newport
     16 C. diphtheriae
     16 C. pseudotuberculosis
     16 H. promyelocytic
     16 N. brasiliensis
     16 P. dameselae
     16 P. trehalosi
     17 B. circulans
     17 M. haemolytica
     17 P. maltophilia
     17 S. putrefaciens
     17 V. fluvialis
     17 X. campestris
     17 Y. ruckeri
     18 A. simii
     18 A. sobria
     18 B. stationis
     18 C. spp
     18 H. influenzae
     18 L. major
     18 P. falciparum
     18 V. splendidus
     19 A. junii
     19 H. erythroleukemia
     19 L. mesenteroides
     19 M. furfur
     19 S. pombe
     20 A. nidulans
     20 C. freundii
     20 P. stutzeri
     20 S. mold
     20 T. viride
     21 C. graminicola
     21 H. squamous
     21 L. fleischmannii
     21 R. cerealis
     21 S. rubidaea
     22 B. bronchiseptica
     22 E. tarda
     22 G. candidum
     22 H. pancreatic
     22 L. acidophilus
     22 L. infantum
     23 H. acute
     23 S. simulans
     24 A. tumefaciens
     24 P. gingivalis
     25 C. perfringens
     25 F. nucleatum
     25 L. grayi
     25 L. plantarum
     25 P. pentosaceus
     25 S. bovis
     25 S. dysentariae
     25 S. lutea
     26 B. coagulans
     26 L. casei
     27 A. brassicicola
     27 H. myelogenous
     27 P. digitatum
     27 S. capitis
     28 S. faecalis
     29 B. cepacia
     29 S. salivarius
     30 C. herbarum
     30 H. glioblastoma
     30 J. cells
     30 S. epidermis
     31 A. alternata
     31 L. ivanovii
     32 P. sp
     32 S. paratyphi
     32 S. sobrinus
     33 A. globiformis
     33 N. haematococca
     33 T. rubrum
     33 Y. enterocolitica
     34 S. choleraesuis
     34 S. sp
     34 V. vulnificus
     35 C. muytjensii
     35 S. sanguis
     35 T. mentagrophytes
     36 A. sp
     36 P. expansum
     39 S. iniae
     39 S. sonnei
     40 H. gastric
     40 H. lymphoblastic
     40 Y. pseudotuberculosis
     41 B. thailandensis
     41 N. gonorrhoeae
     42 E. carotovora
     44 A. viridans
     44 B. dendrobatidis
     44 S. group
     45 F. solani
     45 L. garvieae
     45 L. sakei
     45 R. rhodochrous
     45 S. carnosus
     46 C. jejuni
     49 H. prostate
     50 B. pumilus
     50 K. oxytoca
     51 P. pastoris
     51 S. lactis
     52 S. pullorum
     53 F. graminearum
     53 S. haemolyticus
     54 B. thuringiensis
     55 M. lysodeikticus
     55 R. solani
     55 S. gordonii
     56 S. saprophyticus
     57 A. calcoaceticus
     59 B. licheniformis
     60 M. smegmatis
     63 V. cholerae
     66 S. mitis
     67 C. glutamicum
     67 F. culmorum
     67 S. xylosus
     68 N. crassa
     70 P. carotovorum
     70 P. corrugata
     70 V. harveyi
     72 S. agalactiae
     73 C. krusei
     73 M. tuberculosis
     75 C. xerosis
     75 S. flexneri
     77 H. histiocytic
     77 S. typhi
     81 H. hepatocellular
     83 T. beigelii
     84 P. acnes
     84 P. faecalis
     84 S. sanguinis
     87 A. flavus
     88 A. hydrophila
     89 E. aerogenes
     91 S. enteritidis
     94 N. asteroides
     95 B. anthracis
     95 P. fluorescens
     96 P. multocida
     98 K. pneumonia
     99 B. dysenteriae
    100 A. niger
    100 C. michiganensis
    100 V. parahaemolyticus
    101 V. alginolyticus
    104 H. colon
    107 S. uberis
    108 P. putida
    109 V. anguillarum
    113 A. salmonicida
    114 S. dysenteriae
    114 S. maltophilia
    114 X. axonopodis
    120 A. fumigatus
    140 C. sakazakii
    150 C. glabrata
    151 B. cinerea
    151 E. amylovora
    151 X. vesicatoria
    155 C. tropicalis
    161 H. cervical
    162 S. pneumoniae
    163 H. breast
    167 S. marcescens
    170 H. lung
    173 P. vulgaris
    179 L. lactis
    183 C. parapsilosis
    185 L. innocua
    203 P. mirabilis
    223 F. oxysporum
    248 C. neoformans
    254 S. pyogenes
    266 S. mutans
    284 S. cerevisiae
    286 B. pyocyaneus
    307 E. faecium
    360 E. cloacae
    370 P. syringae
    400 B. megaterium
    404 L. monocytogenes
    435 S. enterica
    488 B. cereus
    676 A. baumannii
   1012 E. faecalis
   1060 K. pneumoniae
   1119 M. luteus
   1181 S. typhimurium
   1420 S. epidermidis
   2398 B. subtilis
   2860 C. albicans
   4966 P. aeruginosa
   8954 S. aureus
   9150 E. coli
Conteo y especie mas alto
   9150 E. coli
Conteo my especie mas bajo
      1 A. favus
